transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.24	95	5	5	70	0	0	15	NA	NA	0	0	4	0	22	0	0	0	0	0	0	0	0	1	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	58	2.85	0.39	60	0	15	35	30	0	5	NA	NA	0	0	11	0	0	0	0	0	8	0	0	0	0	12	0	3
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.22	100	60	0	95	0	0	0	NA	NA	0	25	3	0	0	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.20	100	85	0	100	0	0	2	NA	NA	0	0	16	0	2	0	0	0	1	0	0	0	0	7	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	53	2.85	0.26	66	0	20	30	85	0	90	NA	NA	0	0	31	0	6	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.22	10	5	10	0	15	0	100	NA	NA	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.20	100	5	30	95	0	0	0	NA	NA	0	0	1	0	3	0	0	0	2	0	0	0	0	9	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	48	2.85	0.26	100	0	40	85	0	0	0	NA	NA	0	0	4	0	1	0	0	0	9	0	0	0	0	21	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.20	0	0	0	0	0	0	100	NA	NA	0	0	18	0	4	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.20	0	0	0	0	0	0	100	NA	NA	0	0	18	0	4	0	0	0	0	0	0	0	0	0	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.26	30	1	10	25	10	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	43	2.15	0.25	80	0	33	75	60	0	40	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	90	0	25	20	5	0	0	NA	NA	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.29	25	0	0	25	50	0	10	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	1
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.26	90	0	10	75	5	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.26	90	0	10	75	5	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.26	90	0	10	75	5	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
a10	nicolas.leroux.1	21septembre2017	99	a	10	38	1.5	0.26	90	0	10	75	5	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
