transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.75	100	0	0	5	90	10	0	NA	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.55	95	0	0	1	97	0	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0
