transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	35	1.4	0.29	100	0	1	1	60	40	90	NA	NA	0	1	4	0	3	0	0	0	0	0	0	0	0	4	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	35	1.4	0.25	100	0	85	50	30	1	0	NA	NA	0	0	35	0	4	0	0	0	0	0	0	0	0	11	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	30	1.4	0.29	100	0	90	1	35	0	0	NA	NA	0	0	20	0	6	0	0	0	0	0	0	0	0	3	0	8
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	30	1.4	0.29	100	0	80	90	5	0	0	NA	NA	0	0	24	0	8	0	0	0	0	0	0	0	0	6	0	8
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	30	1.4	0.29	100	0	80	50	45	0	0	NA	NA	0	0	13	0	3	0	0	0	0	0	0	0	0	16	0	3
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	25	1	0.29	100	0	50	40	17	0	0	NA	NA	0	0	46	0	5	0	0	0	0	0	0	0	0	17	0	6
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	25	1	0.2	100	0	5	5	65	10	10	NA	NA	0	0	25	0	1	0	0	0	0	0	0	1	0	3	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	25	1	0.29	100	0	5	25	25	0	5	NA	NA	0	0	15	0	2	0	0	0	0	0	0	0	0	13	0	7
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	20	1.1	0.29	100	0	0	15	100	10	60	NA	NA	0	2	7	0	0	0	0	0	0	0	0	1	1	0	0	3
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	20	1.1	0.34	100	0	0	40	100	5	10	NA	NA	0	0	3	0	0	0	0	0	0	0	0	0	2	4	0	1
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	20	1.1	0.39	100	0	0	5	90	25	20	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	15	0.6	0.39	100	0	0	10	100	10	0	NA	NA	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	15	0.6	0.29	100	0	0	5	95	10	0	NA	NA	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	15	0.6	0.29	100	0	0	30	100	10	0	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	1	2	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	10	0.8	0.39	100	0	0	30	60	10	35	NA	NA	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	10	0.8	0.25	100	0	0	60	90	15	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	10	0.8	0.29	100	0	0	0	60	0	80	NA	NA	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	5	0.8	0.29	100	0	0	25	85	20	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	3	12	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	5	0.8	0.29	100	0	0	15	95	60	0	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	5	0.8	0.25	100	0	0	40	100	50	0	NA	NA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	0	0.2	0.2	100	0	0	5	100	50	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	0	0.2	0.29	100	0	0	0	90	25	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a70	capucine.hemonnet-dal	21-sept.-17	99	a	70	0	0.2	0.25	100	0	0	0	90	10	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
